ID,Date,Nº_beers,Nº_glasses_wine,Nº_drinks,Nº_shots,BAC_percentage
1,2018-05-26 03:23:24,-1,-1,-1,-1,0.119999997317791
2,2018-05-26 03:23:25,-1,-1,-1,-1,0.119999997317791
3,2018-05-27 16:33:43,1,0,0,0,-1.0
4,2018-05-27 16:33:54,1,0,0,0,-1.0
5,2018-05-27 16:33:55,1,0,0,0,-1.0
6,2018-05-27 16:33:56,1,0,0,0,-1.0
