ID,Date,Nº_beers,Nº_glasses_wine,Nº_drinks,Nº_shots,BAC_percentage
1,2018-05-11 21:48:30,0,1,0,0,-1.0
2,2018-05-19 20:34:29,1,0,0,0,-1.0
3,2018-05-21 11:03:57,0,1,0,0,-1.0
4,2018-05-28 13:09:33,0,1,0,0,-1.0
